HHS,Year,Quarter,Category,Actual_Revenue,Budgeted_Revenue,Variance,Variance_Pct,FY
Sunshine Coast,2021,Q4,Private Patient Fees,492193.0,529708.0,-37515.0,-7.08,FY2021/22
Sunshine Coast,2021,Q4,Pharmacy Retail,177070.0,180363.0,-3293.0,-1.83,FY2021/22
Sunshine Coast,2021,Q4,Medical Imaging (Private),155798.0,161348.0,-5550.0,-3.44,FY2021/22
Sunshine Coast,2021,Q4,Accommodation Fees,61397.0,63724.0,-2327.0,-3.65,FY2021/22
Sunshine Coast,2021,Q4,Equipment Hire,45253.0,43237.0,2016.0,4.66,FY2021/22
Sunshine Coast,2021,Q4,Research Grants,122774.0,128932.0,-6158.0,-4.78,FY2021/22
Sunshine Coast,2021,Q4,Other Commercial,32431.0,31492.0,939.0,2.98,FY2021/22
Sunshine Coast,2022,Q1,Car Parking,293951.0,266382.0,27569.0,10.35,FY2022/23
Sunshine Coast,2022,Q1,Cafeteria & Food Services,185501.0,195223.0,-9721.0,-4.98,FY2022/23
Sunshine Coast,2022,Q1,Private Patient Fees,646670.0,690745.0,-44075.0,-6.38,FY2022/23
Sunshine Coast,2022,Q1,Pharmacy Retail,195138.0,189937.0,5200.0,2.74,FY2022/23
Sunshine Coast,2022,Q1,Medical Imaging (Private),154408.0,152780.0,1628.0,1.07,FY2022/23
Sunshine Coast,2022,Q1,Accommodation Fees,65731.0,71701.0,-5970.0,-8.33,FY2022/23
Sunshine Coast,2022,Q1,Equipment Hire,51287.0,55619.0,-4332.0,-7.79,FY2022/23
Sunshine Coast,2022,Q1,Research Grants,125904.0,138130.0,-12226.0,-8.85,FY2022/23
Sunshine Coast,2022,Q1,Other Commercial,37099.0,40296.0,-3197.0,-7.93,FY2022/23
Sunshine Coast,2022,Q2,Car Parking,290485.0,304907.0,-14422.0,-4.73,FY2022/23
Sunshine Coast,2022,Q2,Cafeteria & Food Services,200834.0,186362.0,14471.0,7.77,FY2022/23
Sunshine Coast,2022,Q2,Private Patient Fees,578796.0,570064.0,8731.0,1.53,FY2022/23
Sunshine Coast,2022,Q2,Pharmacy Retail,242616.0,244672.0,-2057.0,-0.84,FY2022/23
Sunshine Coast,2022,Q2,Medical Imaging (Private),165894.0,153987.0,11907.0,7.73,FY2022/23
Sunshine Coast,2022,Q2,Accommodation Fees,64472.0,68471.0,-3999.0,-5.84,FY2022/23
Sunshine Coast,2022,Q2,Equipment Hire,49498.0,50823.0,-1325.0,-2.61,FY2022/23
Sunshine Coast,2022,Q2,Research Grants,140939.0,132727.0,8212.0,6.19,FY2022/23
Sunshine Coast,2022,Q2,Other Commercial,38077.0,34868.0,3208.0,9.2,FY2022/23
Sunshine Coast,2022,Q3,Car Parking,337824.0,315117.0,22706.0,7.21,FY2022/23
Sunshine Coast,2022,Q3,Cafeteria & Food Services,193490.0,185798.0,7692.0,4.14,FY2022/23
Sunshine Coast,2022,Q3,Private Patient Fees,635289.0,647922.0,-12633.0,-1.95,FY2022/23
Sunshine Coast,2022,Q3,Pharmacy Retail,202407.0,212189.0,-9782.0,-4.61,FY2022/23
Sunshine Coast,2022,Q3,Medical Imaging (Private),157002.0,162100.0,-5099.0,-3.15,FY2022/23
Sunshine Coast,2022,Q3,Accommodation Fees,67241.0,69771.0,-2530.0,-3.63,FY2022/23
Sunshine Coast,2022,Q3,Equipment Hire,50034.0,49287.0,747.0,1.52,FY2022/23
Sunshine Coast,2022,Q3,Research Grants,120407.0,126388.0,-5981.0,-4.73,FY2022/23
Sunshine Coast,2022,Q3,Other Commercial,34532.0,37169.0,-2636.0,-7.09,FY2022/23
Sunshine Coast,2022,Q4,Car Parking,360612.0,338719.0,21893.0,6.46,FY2022/23
Sunshine Coast,2022,Q4,Cafeteria & Food Services,188123.0,172611.0,15512.0,8.99,FY2022/23
Sunshine Coast,2022,Q4,Private Patient Fees,624236.0,650869.0,-26633.0,-4.09,FY2022/23
Sunshine Coast,2022,Q4,Pharmacy Retail,228152.0,233842.0,-5690.0,-2.43,FY2022/23
Sunshine Coast,2022,Q4,Medical Imaging (Private),156207.0,152396.0,3811.0,2.5,FY2022/23
Sunshine Coast,2022,Q4,Accommodation Fees,66268.0,69171.0,-2903.0,-4.2,FY2022/23
Sunshine Coast,2022,Q4,Equipment Hire,54987.0,57283.0,-2296.0,-4.01,FY2022/23
Sunshine Coast,2022,Q4,Research Grants,120460.0,116231.0,4230.0,3.64,FY2022/23
Sunshine Coast,2022,Q4,Other Commercial,35167.0,31831.0,3336.0,10.48,FY2022/23
Sunshine Coast,2023,Q1,Car Parking,325768.0,345529.0,-19761.0,-5.72,FY2023/24
Sunshine Coast,2023,Q1,Cafeteria & Food Services,206101.0,206852.0,-751.0,-0.36,FY2023/24
Sunshine Coast,2023,Q1,Private Patient Fees,651527.0,590391.0,61136.0,10.36,FY2023/24
Sunshine Coast,2023,Q1,Pharmacy Retail,246341.0,222348.0,23993.0,10.79,FY2023/24
Sunshine Coast,2023,Q1,Medical Imaging (Private),187420.0,187016.0,404.0,0.22,FY2023/24
Sunshine Coast,2023,Q1,Accommodation Fees,72409.0,78552.0,-6143.0,-7.82,FY2023/24
Sunshine Coast,2023,Q1,Equipment Hire,50005.0,50819.0,-814.0,-1.6,FY2023/24
Sunshine Coast,2023,Q1,Research Grants,133259.0,125778.0,7481.0,5.95,FY2023/24
Sunshine Coast,2023,Q1,Other Commercial,36990.0,38116.0,-1126.0,-2.96,FY2023/24
Sunshine Coast,2023,Q2,Car Parking,357150.0,321487.0,35664.0,11.09,FY2023/24
Sunshine Coast,2023,Q2,Cafeteria & Food Services,207888.0,193939.0,13948.0,7.19,FY2023/24
Sunshine Coast,2023,Q2,Private Patient Fees,616451.0,587290.0,29161.0,4.97,FY2023/24
Sunshine Coast,2023,Q2,Pharmacy Retail,200746.0,185612.0,15134.0,8.15,FY2023/24
Sunshine Coast,2023,Q2,Medical Imaging (Private),189111.0,182122.0,6989.0,3.84,FY2023/24
Sunshine Coast,2023,Q2,Accommodation Fees,68315.0,62945.0,5370.0,8.53,FY2023/24
Sunshine Coast,2023,Q2,Equipment Hire,59421.0,63635.0,-4214.0,-6.62,FY2023/24
Sunshine Coast,2023,Q2,Research Grants,124029.0,112145.0,11884.0,10.6,FY2023/24
Sunshine Coast,2023,Q2,Other Commercial,35131.0,32015.0,3116.0,9.73,FY2023/24
Sunshine Coast,2023,Q3,Car Parking,306450.0,302252.0,4198.0,1.39,FY2023/24
Sunshine Coast,2023,Q3,Cafeteria & Food Services,175964.0,176525.0,-561.0,-0.32,FY2023/24
Sunshine Coast,2023,Q3,Private Patient Fees,619599.0,674190.0,-54591.0,-8.1,FY2023/24
Sunshine Coast,2023,Q3,Pharmacy Retail,247790.0,251101.0,-3311.0,-1.32,FY2023/24
Sunshine Coast,2023,Q3,Medical Imaging (Private),163427.0,159543.0,3885.0,2.43,FY2023/24
Sunshine Coast,2023,Q3,Accommodation Fees,73672.0,77025.0,-3353.0,-4.35,FY2023/24
Sunshine Coast,2023,Q3,Equipment Hire,55793.0,59773.0,-3981.0,-6.66,FY2023/24
Sunshine Coast,2023,Q3,Research Grants,145750.0,140968.0,4782.0,3.39,FY2023/24
Sunshine Coast,2023,Q3,Other Commercial,38180.0,35088.0,3092.0,8.81,FY2023/24
Sunshine Coast,2023,Q4,Car Parking,314341.0,308900.0,5440.0,1.76,FY2023/24
Sunshine Coast,2023,Q4,Cafeteria & Food Services,174893.0,188064.0,-13172.0,-7.0,FY2023/24
Sunshine Coast,2023,Q4,Private Patient Fees,604551.0,599190.0,5361.0,0.89,FY2023/24
Sunshine Coast,2023,Q4,Pharmacy Retail,231520.0,240404.0,-8884.0,-3.7,FY2023/24
Sunshine Coast,2023,Q4,Medical Imaging (Private),164592.0,176742.0,-12150.0,-6.87,FY2023/24
Sunshine Coast,2023,Q4,Accommodation Fees,76498.0,75573.0,926.0,1.22,FY2023/24
Sunshine Coast,2023,Q4,Equipment Hire,50585.0,50228.0,357.0,0.71,FY2023/24
Sunshine Coast,2023,Q4,Research Grants,141851.0,145100.0,-3250.0,-2.24,FY2023/24
Sunshine Coast,2023,Q4,Other Commercial,40632.0,40583.0,49.0,0.12,FY2023/24
Sunshine Coast,2024,Q1,Car Parking,315916.0,285186.0,30730.0,10.78,FY2024/25
Sunshine Coast,2024,Q1,Cafeteria & Food Services,184076.0,191365.0,-7289.0,-3.81,FY2024/25
Sunshine Coast,2024,Q1,Private Patient Fees,723306.0,693759.0,29547.0,4.26,FY2024/25
Sunshine Coast,2024,Q1,Pharmacy Retail,231598.0,227944.0,3654.0,1.6,FY2024/25
Sunshine Coast,2024,Q1,Medical Imaging (Private),170146.0,161004.0,9142.0,5.68,FY2024/25
Sunshine Coast,2024,Q1,Accommodation Fees,70536.0,66257.0,4279.0,6.46,FY2024/25
Sunshine Coast,2024,Q1,Equipment Hire,51774.0,48649.0,3126.0,6.43,FY2024/25
Sunshine Coast,2024,Q1,Research Grants,119310.0,122346.0,-3037.0,-2.48,FY2024/25
Sunshine Coast,2024,Q1,Other Commercial,36937.0,40432.0,-3495.0,-8.64,FY2024/25
Sunshine Coast,2024,Q2,Car Parking,322197.0,312262.0,9935.0,3.18,FY2024/25
Sunshine Coast,2024,Q2,Cafeteria & Food Services,186608.0,168263.0,18345.0,10.9,FY2024/25
Sunshine Coast,2024,Q2,Private Patient Fees,731249.0,662804.0,68446.0,10.33,FY2024/25
Sunshine Coast,2024,Q2,Pharmacy Retail,256332.0,276433.0,-20100.0,-7.27,FY2024/25
Sunshine Coast,2024,Q2,Medical Imaging (Private),175362.0,176891.0,-1529.0,-0.86,FY2024/25
Sunshine Coast,2024,Q2,Accommodation Fees,80132.0,78322.0,1810.0,2.31,FY2024/25
Sunshine Coast,2024,Q2,Equipment Hire,60008.0,54544.0,5464.0,10.02,FY2024/25
Sunshine Coast,2024,Q2,Research Grants,120765.0,119732.0,1033.0,0.86,FY2024/25
Sunshine Coast,2024,Q2,Other Commercial,39100.0,42133.0,-3033.0,-7.2,FY2024/25
Sunshine Coast,2024,Q3,Car Parking,314764.0,335076.0,-20312.0,-6.06,FY2024/25
Sunshine Coast,2024,Q3,Cafeteria & Food Services,179755.0,175948.0,3808.0,2.16,FY2024/25
Sunshine Coast,2024,Q3,Private Patient Fees,646437.0,633528.0,12909.0,2.04,FY2024/25
Sunshine Coast,2024,Q3,Pharmacy Retail,212393.0,212545.0,-152.0,-0.07,FY2024/25
Sunshine Coast,2024,Q3,Medical Imaging (Private),186468.0,184288.0,2180.0,1.18,FY2024/25
Sunshine Coast,2024,Q3,Accommodation Fees,77106.0,82484.0,-5378.0,-6.52,FY2024/25
Sunshine Coast,2024,Q3,Equipment Hire,60826.0,60710.0,116.0,0.19,FY2024/25
Sunshine Coast,2024,Q3,Research Grants,127375.0,137181.0,-9806.0,-7.15,FY2024/25
Sunshine Coast,2024,Q3,Other Commercial,39354.0,37159.0,2195.0,5.91,FY2024/25
Sunshine Coast,2024,Q4,Car Parking,328490.0,348405.0,-19915.0,-5.72,FY2024/25
Sunshine Coast,2024,Q4,Cafeteria & Food Services,172063.0,188997.0,-16934.0,-8.96,FY2024/25
Sunshine Coast,2024,Q4,Private Patient Fees,616211.0,652699.0,-36488.0,-5.59,FY2024/25
Sunshine Coast,2024,Q4,Pharmacy Retail,225985.0,225633.0,352.0,0.16,FY2024/25
Sunshine Coast,2024,Q4,Medical Imaging (Private),189765.0,186460.0,3305.0,1.77,FY2024/25
Sunshine Coast,2024,Q4,Accommodation Fees,77975.0,70947.0,7029.0,9.91,FY2024/25
Sunshine Coast,2024,Q4,Equipment Hire,51037.0,48433.0,2605.0,5.38,FY2024/25
Sunshine Coast,2024,Q4,Research Grants,141101.0,130413.0,10688.0,8.2,FY2024/25
Sunshine Coast,2024,Q4,Other Commercial,35058.0,34434.0,624.0,1.81,FY2024/25
West Moreton,2019,Q1,Car Parking,208753.0,217607.0,-8854.0,-4.07,FY2019/20
West Moreton,2019,Q1,Cafeteria & Food Services,103357.0,94666.0,8690.0,9.18,FY2019/20
West Moreton,2019,Q1,Private Patient Fees,433433.0,412686.0,20747.0,5.03,FY2019/20
West Moreton,2019,Q1,Pharmacy Retail,145798.0,156397.0,-10599.0,-6.78,FY2019/20
West Moreton,2019,Q1,Medical Imaging (Private),107393.0,100280.0,7113.0,7.09,FY2019/20
West Moreton,2019,Q1,Accommodation Fees,48260.0,50859.0,-2599.0,-5.11,FY2019/20
West Moreton,2019,Q1,Equipment Hire,34380.0,33261.0,1119.0,3.37,FY2019/20
West Moreton,2019,Q1,Research Grants,73931.0,68341.0,5591.0,8.18,FY2019/20
West Moreton,2019,Q1,Other Commercial,22452.0,22835.0,-383.0,-1.68,FY2019/20
West Moreton,2019,Q2,Car Parking,194794.0,193834.0,960.0,0.5,FY2019/20
West Moreton,2019,Q2,Cafeteria & Food Services,108331.0,111386.0,-3055.0,-2.74,FY2019/20
West Moreton,2019,Q2,Private Patient Fees,429750.0,400864.0,28886.0,7.21,FY2019/20
West Moreton,2019,Q2,Pharmacy Retail,130575.0,121196.0,9379.0,7.74,FY2019/20
West Moreton,2019,Q2,Medical Imaging (Private),103823.0,108575.0,-4752.0,-4.38,FY2019/20
West Moreton,2019,Q2,Accommodation Fees,49444.0,47257.0,2187.0,4.63,FY2019/20
West Moreton,2019,Q2,Equipment Hire,37231.0,33979.0,3252.0,9.57,FY2019/20
West Moreton,2019,Q2,Research Grants,80338.0,73222.0,7116.0,9.72,FY2019/20
West Moreton,2019,Q2,Other Commercial,24517.0,24663.0,-146.0,-0.59,FY2019/20
West Moreton,2019,Q3,Car Parking,209794.0,223706.0,-13912.0,-6.22,FY2019/20
West Moreton,2019,Q3,Cafeteria & Food Services,102600.0,93132.0,9468.0,10.17,FY2019/20
West Moreton,2019,Q3,Private Patient Fees,427645.0,411817.0,15829.0,3.84,FY2019/20
West Moreton,2019,Q3,Pharmacy Retail,122432.0,121660.0,772.0,0.63,FY2019/20
West Moreton,2019,Q3,Medical Imaging (Private),103178.0,93499.0,9679.0,10.35,FY2019/20
West Moreton,2019,Q3,Accommodation Fees,42380.0,38420.0,3960.0,10.31,FY2019/20
West Moreton,2019,Q3,Equipment Hire,32958.0,35562.0,-2604.0,-7.32,FY2019/20
West Moreton,2019,Q3,Research Grants,87482.0,89879.0,-2398.0,-2.67,FY2019/20
West Moreton,2019,Q3,Other Commercial,20581.0,22252.0,-1671.0,-7.51,FY2019/20
West Moreton,2019,Q4,Car Parking,202386.0,188371.0,14015.0,7.44,FY2019/20
West Moreton,2019,Q4,Cafeteria & Food Services,123336.0,129687.0,-6351.0,-4.9,FY2019/20
West Moreton,2019,Q4,Private Patient Fees,413799.0,431111.0,-17312.0,-4.02,FY2019/20
West Moreton,2019,Q4,Pharmacy Retail,124734.0,117525.0,7209.0,6.13,FY2019/20
West Moreton,2019,Q4,Medical Imaging (Private),105355.0,99449.0,5906.0,5.94,FY2019/20
West Moreton,2019,Q4,Accommodation Fees,44141.0,46630.0,-2490.0,-5.34,FY2019/20
West Moreton,2019,Q4,Equipment Hire,35890.0,35554.0,335.0,0.94,FY2019/20
West Moreton,2019,Q4,Research Grants,83898.0,89580.0,-5682.0,-6.34,FY2019/20
West Moreton,2019,Q4,Other Commercial,23232.0,21970.0,1262.0,5.74,FY2019/20
West Moreton,2020,Q1,Car Parking,147289.0,141835.0,5454.0,3.85,FY2020/21
West Moreton,2020,Q1,Cafeteria & Food Services,78563.0,74999.0,3564.0,4.75,FY2020/21
West Moreton,2020,Q1,Private Patient Fees,281709.0,279192.0,2517.0,0.9,FY2020/21
West Moreton,2020,Q1,Pharmacy Retail,114001.0,104983.0,9018.0,8.59,FY2020/21
West Moreton,2020,Q1,Medical Imaging (Private),81984.0,85055.0,-3071.0,-3.61,FY2020/21
West Moreton,2020,Q1,Accommodation Fees,31250.0,33891.0,-2641.0,-7.79,FY2020/21
West Moreton,2020,Q1,Equipment Hire,26383.0,25663.0,719.0,2.8,FY2020/21
West Moreton,2020,Q1,Research Grants,64293.0,61173.0,3120.0,5.1,FY2020/21
West Moreton,2020,Q1,Other Commercial,18108.0,16441.0,1667.0,10.14,FY2020/21
West Moreton,2020,Q2,Car Parking,168422.0,166676.0,1746.0,1.05,FY2020/21
West Moreton,2020,Q2,Cafeteria & Food Services,89358.0,84376.0,4982.0,5.9,FY2020/21
West Moreton,2020,Q2,Private Patient Fees,315689.0,332878.0,-17189.0,-5.16,FY2020/21
West Moreton,2020,Q2,Pharmacy Retail,103157.0,105585.0,-2429.0,-2.3,FY2020/21
West Moreton,2020,Q2,Medical Imaging (Private),77052.0,83125.0,-6073.0,-7.31,FY2020/21
West Moreton,2020,Q2,Accommodation Fees,34590.0,36955.0,-2365.0,-6.4,FY2020/21
West Moreton,2020,Q2,Equipment Hire,27833.0,27335.0,498.0,1.82,FY2020/21
West Moreton,2020,Q2,Research Grants,56641.0,55577.0,1064.0,1.91,FY2020/21
West Moreton,2020,Q2,Other Commercial,18659.0,17642.0,1016.0,5.76,FY2020/21
West Moreton,2020,Q3,Car Parking,156649.0,166239.0,-9590.0,-5.77,FY2020/21
West Moreton,2020,Q3,Cafeteria & Food Services,83477.0,85852.0,-2374.0,-2.77,FY2020/21
West Moreton,2020,Q3,Private Patient Fees,284333.0,262114.0,22219.0,8.48,FY2020/21
West Moreton,2020,Q3,Pharmacy Retail,111159.0,102244.0,8916.0,8.72,FY2020/21
West Moreton,2020,Q3,Medical Imaging (Private),73596.0,78822.0,-5227.0,-6.63,FY2020/21
West Moreton,2020,Q3,Accommodation Fees,33333.0,36486.0,-3154.0,-8.64,FY2020/21
West Moreton,2020,Q3,Equipment Hire,28944.0,27603.0,1341.0,4.86,FY2020/21
West Moreton,2020,Q3,Research Grants,53892.0,56102.0,-2210.0,-3.94,FY2020/21
West Moreton,2020,Q3,Other Commercial,17100.0,15735.0,1365.0,8.68,FY2020/21
West Moreton,2020,Q4,Car Parking,163493.0,148163.0,15330.0,10.35,FY2020/21
West Moreton,2020,Q4,Cafeteria & Food Services,94207.0,87399.0,6808.0,7.79,FY2020/21
West Moreton,2020,Q4,Private Patient Fees,275734.0,257849.0,17886.0,6.94,FY2020/21
West Moreton,2020,Q4,Pharmacy Retail,115293.0,119747.0,-4454.0,-3.72,FY2020/21
West Moreton,2020,Q4,Medical Imaging (Private),83500.0,81791.0,1709.0,2.09,FY2020/21
West Moreton,2020,Q4,Accommodation Fees,33248.0,31483.0,1766.0,5.61,FY2020/21
West Moreton,2020,Q4,Equipment Hire,25835.0,26103.0,-268.0,-1.03,FY2020/21
West Moreton,2020,Q4,Research Grants,62479.0,59444.0,3035.0,5.11,FY2020/21
West Moreton,2020,Q4,Other Commercial,19167.0,17901.0,1266.0,7.07,FY2020/21
West Moreton,2021,Q1,Car Parking,209069.0,188783.0,20286.0,10.75,FY2021/22
West Moreton,2021,Q1,Cafeteria & Food Services,104000.0,100534.0,3466.0,3.45,FY2021/22
West Moreton,2021,Q1,Private Patient Fees,361193.0,366297.0,-5105.0,-1.39,FY2021/22
West Moreton,2021,Q1,Pharmacy Retail,123430.0,121328.0,2102.0,1.73,FY2021/22
West Moreton,2021,Q1,Medical Imaging (Private),99278.0,102969.0,-3691.0,-3.58,FY2021/22
West Moreton,2021,Q1,Accommodation Fees,45132.0,42875.0,2257.0,5.26,FY2021/22
West Moreton,2021,Q1,Equipment Hire,32166.0,32714.0,-548.0,-1.68,FY2021/22
West Moreton,2021,Q1,Research Grants,70845.0,70648.0,198.0,0.28,FY2021/22
West Moreton,2021,Q1,Other Commercial,19961.0,18531.0,1430.0,7.72,FY2021/22
West Moreton,2021,Q2,Car Parking,175136.0,161318.0,13818.0,8.57,FY2021/22
West Moreton,2021,Q2,Cafeteria & Food Services,109064.0,112570.0,-3506.0,-3.11,FY2021/22
West Moreton,2021,Q2,Private Patient Fees,405202.0,423815.0,-18613.0,-4.39,FY2021/22
West Moreton,2021,Q2,Pharmacy Retail,111890.0,120489.0,-8599.0,-7.14,FY2021/22
West Moreton,2021,Q2,Medical Imaging (Private),102210.0,101052.0,1159.0,1.15,FY2021/22
West Moreton,2021,Q2,Accommodation Fees,42651.0,46712.0,-4061.0,-8.69,FY2021/22
West Moreton,2021,Q2,Equipment Hire,31585.0,34146.0,-2560.0,-7.5,FY2021/22
West Moreton,2021,Q2,Research Grants,65813.0,61747.0,4067.0,6.59,FY2021/22
West Moreton,2021,Q2,Other Commercial,20598.0,20947.0,-349.0,-1.67,FY2021/22
West Moreton,2021,Q3,Car Parking,202325.0,222082.0,-19757.0,-8.9,FY2021/22
West Moreton,2021,Q3,Cafeteria & Food Services,101687.0,92482.0,9204.0,9.95,FY2021/22
West Moreton,2021,Q3,Private Patient Fees,392088.0,400273.0,-8185.0,-2.04,FY2021/22
West Moreton,2021,Q3,Pharmacy Retail,116298.0,116178.0,120.0,0.1,FY2021/22
West Moreton,2021,Q3,Medical Imaging (Private),99494.0,104875.0,-5381.0,-5.13,FY2021/22
West Moreton,2021,Q3,Accommodation Fees,41786.0,40158.0,1628.0,4.05,FY2021/22
West Moreton,2021,Q3,Equipment Hire,34906.0,36046.0,-1140.0,-3.16,FY2021/22
West Moreton,2021,Q3,Research Grants,71521.0,68381.0,3140.0,4.59,FY2021/22
West Moreton,2021,Q3,Other Commercial,22054.0,20916.0,1137.0,5.44,FY2021/22
West Moreton,2021,Q4,Car Parking,173236.0,174270.0,-1034.0,-0.59,FY2021/22
West Moreton,2021,Q4,Cafeteria & Food Services,99208.0,101765.0,-2558.0,-2.51,FY2021/22
West Moreton,2021,Q4,Private Patient Fees,332129.0,342421.0,-10292.0,-3.01,FY2021/22
West Moreton,2021,Q4,Pharmacy Retail,118848.0,106969.0,11879.0,11.11,FY2021/22
West Moreton,2021,Q4,Medical Imaging (Private),85608.0,93032.0,-7424.0,-7.98,FY2021/22
West Moreton,2021,Q4,Accommodation Fees,45474.0,43051.0,2423.0,5.63,FY2021/22
West Moreton,2021,Q4,Equipment Hire,33436.0,34162.0,-726.0,-2.13,FY2021/22
West Moreton,2021,Q4,Research Grants,81397.0,79339.0,2058.0,2.59,FY2021/22
West Moreton,2021,Q4,Other Commercial,21805.0,19901.0,1903.0,9.56,FY2021/22
West Moreton,2022,Q1,Car Parking,214272.0,234149.0,-19877.0,-8.49,FY2022/23
West Moreton,2022,Q1,Cafeteria & Food Services,123222.0,117995.0,5228.0,4.43,FY2022/23
West Moreton,2022,Q1,Private Patient Fees,388340.0,404147.0,-15808.0,-3.91,FY2022/23
West Moreton,2022,Q1,Pharmacy Retail,151589.0,147767.0,3822.0,2.59,FY2022/23
West Moreton,2022,Q1,Medical Imaging (Private),121763.0,110127.0,11636.0,10.57,FY2022/23
West Moreton,2022,Q1,Accommodation Fees,46532.0,50450.0,-3919.0,-7.77,FY2022/23
West Moreton,2022,Q1,Equipment Hire,35050.0,33313.0,1737.0,5.21,FY2022/23
West Moreton,2022,Q1,Research Grants,86158.0,91737.0,-5580.0,-6.08,FY2022/23
West Moreton,2022,Q1,Other Commercial,22091.0,24048.0,-1957.0,-8.14,FY2022/23
West Moreton,2022,Q2,Car Parking,235306.0,220305.0,15001.0,6.81,FY2022/23
West Moreton,2022,Q2,Cafeteria & Food Services,128292.0,125340.0,2952.0,2.36,FY2022/23
West Moreton,2022,Q2,Private Patient Fees,417261.0,440902.0,-23641.0,-5.36,FY2022/23
West Moreton,2022,Q2,Pharmacy Retail,162767.0,150613.0,12154.0,8.07,FY2022/23
West Moreton,2022,Q2,Medical Imaging (Private),107779.0,107368.0,411.0,0.38,FY2022/23
West Moreton,2022,Q2,Accommodation Fees,47382.0,46086.0,1296.0,2.81,FY2022/23
West Moreton,2022,Q2,Equipment Hire,32689.0,33902.0,-1213.0,-3.58,FY2022/23
West Moreton,2022,Q2,Research Grants,84148.0,79011.0,5136.0,6.5,FY2022/23
West Moreton,2022,Q2,Other Commercial,26268.0,27857.0,-1590.0,-5.71,FY2022/23
West Moreton,2022,Q3,Car Parking,219026.0,210197.0,8829.0,4.2,FY2022/23
West Moreton,2022,Q3,Cafeteria & Food Services,126126.0,120782.0,5344.0,4.42,FY2022/23
West Moreton,2022,Q3,Private Patient Fees,400208.0,418659.0,-18451.0,-4.41,FY2022/23
West Moreton,2022,Q3,Pharmacy Retail,130334.0,119771.0,10563.0,8.82,FY2022/23
West Moreton,2022,Q3,Medical Imaging (Private),96866.0,90143.0,6724.0,7.46,FY2022/23
West Moreton,2022,Q3,Accommodation Fees,43781.0,48122.0,-4341.0,-9.02,FY2022/23
West Moreton,2022,Q3,Equipment Hire,34768.0,32329.0,2439.0,7.54,FY2022/23
West Moreton,2022,Q3,Research Grants,80144.0,87135.0,-6991.0,-8.02,FY2022/23
West Moreton,2022,Q3,Other Commercial,24534.0,23871.0,663.0,2.78,FY2022/23
West Moreton,2022,Q4,Car Parking,239436.0,234408.0,5029.0,2.15,FY2022/23
West Moreton,2022,Q4,Cafeteria & Food Services,117246.0,110382.0,6864.0,6.22,FY2022/23
West Moreton,2022,Q4,Private Patient Fees,414748.0,399542.0,15206.0,3.81,FY2022/23
West Moreton,2022,Q4,Pharmacy Retail,152730.0,146302.0,6427.0,4.39,FY2022/23
West Moreton,2022,Q4,Medical Imaging (Private),111908.0,102192.0,9716.0,9.51,FY2022/23
West Moreton,2022,Q4,Accommodation Fees,45214.0,44377.0,837.0,1.89,FY2022/23
West Moreton,2022,Q4,Equipment Hire,40465.0,39471.0,993.0,2.52,FY2022/23
West Moreton,2022,Q4,Research Grants,88821.0,84470.0,4351.0,5.15,FY2022/23
West Moreton,2022,Q4,Other Commercial,22230.0,20268.0,1963.0,9.68,FY2022/23
West Moreton,2023,Q1,Car Parking,215247.0,200510.0,14738.0,7.35,FY2023/24
West Moreton,2023,Q1,Cafeteria & Food Services,115626.0,121656.0,-6030.0,-4.96,FY2023/24
West Moreton,2023,Q1,Private Patient Fees,388024.0,392510.0,-4486.0,-1.14,FY2023/24
West Moreton,2023,Q1,Pharmacy Retail,146173.0,146365.0,-191.0,-0.13,FY2023/24
West Moreton,2023,Q1,Medical Imaging (Private),114598.0,110321.0,4278.0,3.88,FY2023/24
West Moreton,2023,Q1,Accommodation Fees,47709.0,49936.0,-2227.0,-4.46,FY2023/24
West Moreton,2023,Q1,Equipment Hire,40985.0,38465.0,2520.0,6.55,FY2023/24
West Moreton,2023,Q1,Research Grants,79328.0,85640.0,-6311.0,-7.37,FY2023/24
West Moreton,2023,Q1,Other Commercial,24184.0,24432.0,-248.0,-1.02,FY2023/24
West Moreton,2023,Q2,Car Parking,218181.0,201852.0,16329.0,8.09,FY2023/24
West Moreton,2023,Q2,Cafeteria & Food Services,128129.0,128774.0,-644.0,-0.5,FY2023/24
West Moreton,2023,Q2,Private Patient Fees,407745.0,403820.0,3925.0,0.97,FY2023/24
West Moreton,2023,Q2,Pharmacy Retail,161256.0,164172.0,-2916.0,-1.78,FY2023/24
West Moreton,2023,Q2,Medical Imaging (Private),101974.0,102954.0,-979.0,-0.95,FY2023/24
West Moreton,2023,Q2,Accommodation Fees,52617.0,55698.0,-3080.0,-5.53,FY2023/24
West Moreton,2023,Q2,Equipment Hire,38798.0,36103.0,2695.0,7.47,FY2023/24
West Moreton,2023,Q2,Research Grants,92237.0,95509.0,-3272.0,-3.43,FY2023/24
West Moreton,2023,Q2,Other Commercial,22225.0,21832.0,392.0,1.8,FY2023/24
West Moreton,2023,Q3,Car Parking,216740.0,224083.0,-7344.0,-3.28,FY2023/24
West Moreton,2023,Q3,Cafeteria & Food Services,116894.0,119019.0,-2124.0,-1.78,FY2023/24
West Moreton,2023,Q3,Private Patient Fees,482579.0,511322.0,-28743.0,-5.62,FY2023/24
